date,n_expected_hours,n_rows,valid_hours,coverage_fraction,quality_class,eligible_ge_12,eligible_ge_17,eligible_ge_18,eligible_ge_22,oxygen_mean_mgL,oxygen_median_mgL,oxygen_std_mgL,oxygen_min_mgL,oxygen_max_mgL,oxygen_q10_mgL,oxygen_q25_mgL,oxygen_q75_mgL,oxygen_q90_mgL,raw_prom_non_na_count,raw_prom_na_count,negative_oxygen_count,zero_oxygen_count,invalid_oxygen_count,first_valid_hour,last_valid_hour,longest_invalid_run_hours,source_variable,unit,timezone_status
2021-12-03,24,24,24,1.0,high,True,True,True,True,3.7500416666666667,3.385,1.0106860553783414,2.408,6.003,2.7761,3.05525,4.480499999999999,5.1785,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-04,24,24,24,1.0,high,True,True,True,True,3.5175,3.356,0.8563644084150157,2.384,5.329,2.5140000000000002,2.82625,3.83025,4.9306,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-05,24,24,24,1.0,high,True,True,True,True,4.318124999999999,4.225,0.8755561369284345,2.912,5.736,3.2687,3.57,5.037,5.4601,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-06,24,24,24,1.0,high,True,True,True,True,4.028708333333333,3.9955000000000003,0.6958780802239943,2.906,5.392,3.2720000000000002,3.48025,4.655749999999999,4.8483,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-07,24,24,24,1.0,high,True,True,True,True,3.7737916666666664,3.8425,0.6964853991519736,2.586,4.842,2.7764,3.209,4.2044999999999995,4.7336,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-08,24,24,24,1.0,high,True,True,True,True,3.7385416666666664,3.7885,0.477412134339391,2.711,4.665,3.1492,3.37,4.11875,4.2076,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-09,24,24,24,1.0,high,True,True,True,True,3.801,3.8725,0.5098462683900945,2.789,4.774,3.1091,3.50125,4.149,4.3476,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-10,24,24,24,1.0,high,True,True,True,True,4.527916666666666,4.7555,0.5596762974890167,3.554,5.143,3.697,3.92025,4.98225,5.0698,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-11,24,24,24,1.0,high,True,True,True,True,4.476375,4.603,0.6506377348083353,2.863,5.316,3.4915000000000003,4.2722500000000005,4.93075,5.1944,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-12,24,24,24,1.0,high,True,True,True,True,3.7127499999999998,3.6445,0.6216275447145388,2.314,4.943,3.1058,3.36625,3.9880000000000004,4.7524999999999995,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-13,24,24,24,1.0,high,True,True,True,True,3.206916666666667,2.9795,0.6329213782252048,2.252,4.839,2.7074000000000003,2.81525,3.484,4.1061,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-14,24,24,24,1.0,high,True,True,True,True,2.9305833333333333,2.893,0.5319523447654397,2.064,3.93,2.3783000000000003,2.4974999999999996,3.3265000000000002,3.6437999999999997,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-15,24,24,24,1.0,high,True,True,True,True,3.154625,3.0975,0.26165157922902643,2.625,3.773,2.8815999999999997,3.017,3.29325,3.5195,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-16,24,24,24,1.0,high,True,True,True,True,3.6117499999999993,3.688,0.7434179145354072,1.781,5.374,2.628,3.4467499999999998,3.917,4.2672,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-17,24,24,24,1.0,high,True,True,True,True,2.487833333333333,2.64,0.6922700947303523,1.265,3.674,1.5619,1.82975,2.96875,3.2914,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-18,24,24,24,1.0,high,True,True,True,True,1.3151249999999999,1.335,0.3144605197449449,0.803,1.911,0.9096000000000001,1.001,1.54425,1.7174,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-19,24,24,24,1.0,high,True,True,True,True,0.936875,0.8280000000000001,0.24595798731031104,0.656,1.52,0.6737000000000001,0.753,1.1047500000000001,1.2909,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-20,24,24,24,1.0,high,True,True,True,True,1.5268333333333333,1.5225,0.7147423778304086,0.475,2.872,0.6637000000000001,0.88725,2.043,2.4722,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-21,24,24,24,1.0,high,True,True,True,True,2.484458333333333,2.545,0.833771002820875,1.246,4.299,1.3874,1.7447499999999998,3.0315,3.4638,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-22,24,24,24,1.0,high,True,True,True,True,3.638333333333333,3.6955,0.9445494746941144,2.004,4.921,2.3422,2.777,4.514,4.6954,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-23,24,24,24,1.0,high,True,True,True,True,3.8377916666666665,4.2829999999999995,1.100289960959567,1.012,4.796,1.8451,3.6815,4.53375,4.7066,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-24,24,24,24,1.0,high,True,True,True,True,2.6957083333333336,2.9210000000000003,0.710897135539904,1.146,3.675,1.6143,2.42875,3.2325,3.362,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-25,24,24,24,1.0,high,True,True,True,True,2.744375,2.983,1.3534959826316442,0.315,5.072,0.8388000000000002,1.83325,3.9139999999999997,4.3458,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-26,24,24,24,1.0,high,True,True,True,True,3.037625,3.245,0.9818826553682692,1.018,4.441,1.5790000000000002,2.5220000000000002,3.751,4.1286,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-27,24,24,24,1.0,high,True,True,True,True,2.986708333333333,3.058,0.9397278736151627,0.719,4.875,2.0879000000000003,2.383,3.30025,4.2189,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-28,24,24,24,1.0,high,True,True,True,True,2.770208333333333,2.615,0.6849262086034407,1.675,4.22,2.0569,2.30025,3.27275,3.7468,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-29,24,24,24,1.0,high,True,True,True,True,2.6305416666666663,2.5785,0.9645221830868725,1.307,5.119,1.557,1.9012499999999999,3.034,3.7956,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-30,24,24,24,1.0,high,True,True,True,True,2.178916666666667,2.0065,0.849233102462946,0.709,3.857,1.4111,1.563,2.7685,3.4583,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2021-12-31,24,24,24,1.0,high,True,True,True,True,2.0432083333333337,1.724,0.9309655099933088,1.066,3.803,1.1182,1.205,2.87225,3.3051,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-01,24,24,24,1.0,high,True,True,True,True,3.1201666666666665,2.9445,0.9699508578617096,1.574,4.734,1.8739000000000001,2.46125,4.0447500000000005,4.386299999999999,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-02,24,24,24,1.0,high,True,True,True,True,2.12425,2.0585,0.38946264541533765,1.606,3.008,1.6909,1.8615,2.30925,2.6929,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-03,24,24,24,1.0,high,True,True,True,True,1.8995,1.82,0.41647454121261823,1.393,3.085,1.5008000000000001,1.59225,2.0465,2.3429,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-04,24,24,24,1.0,high,True,True,True,True,2.2950833333333334,2.1685,1.1491728184510224,0.605,4.176,1.1215,1.26125,3.2104999999999997,4.0279,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-05,24,24,24,1.0,high,True,True,True,True,2.09125,1.8504999999999998,0.9230374362373674,0.799,4.532,1.0451000000000001,1.54,2.56175,3.2387,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-06,24,24,24,1.0,high,True,True,True,True,1.1199583333333334,0.9755,0.5190794928790158,0.358,2.167,0.5295,0.70475,1.63,1.7081,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-07,24,24,21,0.875,standard,True,True,True,False,1.0542380952380954,0.954,0.7608392014586199,0.032,2.684,0.128,0.725,1.286,2.375,21,3,0,0,0,0.0,23.0,3,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-08,24,24,24,1.0,high,True,True,True,True,3.639625,3.934,0.9582691739707632,1.635,5.085,2.0094,3.35525,4.24675,4.3707,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-09,24,24,24,1.0,high,True,True,True,True,2.981041666666666,2.857,0.9970694659488556,1.288,4.75,1.6219000000000001,2.24625,3.84525,4.1974,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-10,24,24,24,1.0,high,True,True,True,True,4.0566249999999995,3.605,1.5094542870074659,1.676,6.662,2.2505,2.9855,5.5405,5.8976,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-11,24,24,24,1.0,high,True,True,True,True,4.483083333333334,4.21,1.1339025307650399,2.749,6.384,3.035,3.73075,5.2837499999999995,6.0948,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-12,24,24,24,1.0,high,True,True,True,True,2.7635,2.7785,0.4686013416447976,1.939,3.619,2.1412,2.4764999999999997,3.05375,3.3405,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-13,24,24,24,1.0,high,True,True,True,True,2.7015,2.635,0.4987941110492297,1.94,3.745,2.1683000000000003,2.36,2.826,3.5212999999999997,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-14,24,24,24,1.0,high,True,True,True,True,2.30375,2.2325,0.5515154812758718,1.522,3.588,1.6902,1.9297499999999999,2.4915000000000003,3.094,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-15,24,24,24,1.0,high,True,True,True,True,2.4957499999999997,2.512,0.6644648222441877,1.584,3.672,1.6128,1.8872499999999999,2.9697500000000003,3.4154999999999998,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-16,24,24,24,1.0,high,True,True,True,True,3.436125,3.5425,0.8304591350572285,1.995,5.004,2.5384,2.596,3.9194999999999998,4.5233,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-17,24,24,24,1.0,high,True,True,True,True,2.9666666666666663,2.689,1.0065834450675502,2.143,6.664,2.2689,2.4125,2.9945,3.5182,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-18,24,24,24,1.0,high,True,True,True,True,2.2402916666666663,2.1875,0.21632372664630423,2.008,2.716,2.0353000000000003,2.0645,2.31325,2.614,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-19,24,24,24,1.0,high,True,True,True,True,3.305708333333333,3.009,1.165387469775673,1.829,5.46,2.0404,2.29425,4.396,4.8466000000000005,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-20,24,24,24,1.0,high,True,True,True,True,3.7564166666666665,3.54,1.1905931264515275,1.949,6.819,2.4601,3.1014999999999997,4.06175,5.3866,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-21,24,24,24,1.0,high,True,True,True,True,3.3859999999999997,3.3955,0.7236873574302288,2.229,4.76,2.5718,2.8525,3.9147499999999997,4.2021,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-22,24,24,24,1.0,high,True,True,True,True,2.3175,2.527,0.9321671337358935,0.963,4.119,1.0308,1.52175,2.978,3.4229,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-23,24,24,24,1.0,high,True,True,True,True,2.542875,2.3775000000000004,1.3866648544180602,0.902,6.805,0.9442999999999999,1.64225,2.9985,4.1416,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-24,24,24,24,1.0,high,True,True,True,True,5.353333333333333,5.176500000000001,0.7534092176734782,4.278,7.262,4.5234000000000005,4.839,5.603,6.4183,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-25,24,24,24,1.0,high,True,True,True,True,6.30875,6.375,0.769405205054669,4.878,7.784,5.204000000000001,5.7989999999999995,6.80875,7.1559,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-26,24,24,1,0.041667,weak,False,False,False,False,5.76,5.76,,5.76,5.76,5.76,5.76,5.76,5.76,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-27,24,24,24,1.0,high,True,True,True,True,6.199541666666666,6.5615000000000006,1.2587585664547385,3.694,7.841,4.561599999999999,5.159750000000001,7.190250000000001,7.6422,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-28,24,24,24,1.0,high,True,True,True,True,7.134166666666666,7.4079999999999995,1.6820289938737334,3.734,9.497,4.762700000000001,5.882499999999999,8.06625,9.296,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-29,24,24,24,1.0,high,True,True,True,True,6.896708333333334,6.621,1.3161468624001642,4.049,9.829,5.5507,6.1035,7.817749999999999,8.4735,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-30,24,24,24,1.0,high,True,True,True,True,7.188791666666667,6.8045,1.0426173994647636,5.669,9.149,6.0352,6.3607499999999995,7.9704999999999995,8.603299999999999,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-01-31,24,24,24,1.0,high,True,True,True,True,6.883541666666666,6.4975000000000005,1.3092009836460214,5.263,10.205,5.4188,5.93725,7.611750000000001,8.4169,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-01,24,24,24,1.0,high,True,True,True,True,8.461625,8.301,1.3514725885524634,6.413,10.525,6.9998000000000005,7.22825,9.7105,10.3225,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-02,24,24,24,1.0,high,True,True,True,True,8.453666666666667,8.582,0.9426981473947265,6.913,10.096,7.1397,7.781000000000001,8.95275,9.7911,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-03,24,24,24,1.0,high,True,True,True,True,7.68225,7.843500000000001,0.563749269738272,6.507,8.586,6.999099999999999,7.235250000000001,8.0245,8.2829,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-04,24,24,24,1.0,high,True,True,True,True,7.458833333333334,7.446,0.4285627818313374,6.493,8.128,6.9202,7.264749999999999,7.78175,8.013,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-05,24,24,24,1.0,high,True,True,True,True,7.339083333333334,7.2335,0.3300312128409605,6.83,8.116,6.9817,7.1445,7.4915,7.7964,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-06,24,24,24,1.0,high,True,True,True,True,7.376333333333332,7.327500000000001,0.39362437034250847,6.78,8.682,6.961600000000001,7.1845,7.531,7.6815,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-07,24,24,24,1.0,high,True,True,True,True,7.890583333333333,7.936999999999999,0.642498581738693,6.873,8.906,6.9432,7.4185,8.3835,8.7616,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-08,24,24,24,1.0,high,True,True,True,True,7.770333333333333,7.73,0.6221196352629534,6.658,8.869,6.9329,7.311,8.153,8.6717,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-09,24,24,24,1.0,high,True,True,True,True,8.001875,8.3625,0.8036988573221127,5.985,8.786,6.7503,7.693,8.492,8.687800000000001,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-10,24,24,24,1.0,high,True,True,True,True,7.27675,7.399,1.2173855896605,4.347,9.019,5.576700000000001,6.86925,8.14175,8.501999999999999,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-11,24,24,24,1.0,high,True,True,True,True,6.732875,6.921,1.072338984062004,4.428,8.476,5.5258,6.02475,7.401,7.9193,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-12,24,24,24,1.0,high,True,True,True,True,6.2912083333333335,6.3645,0.5130809732828996,5.078,7.052,5.6856,6.028499999999999,6.5665000000000004,6.9692,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-13,24,24,24,1.0,high,True,True,True,True,6.278708333333334,6.041,0.7248293039933859,5.446,7.857,5.535200000000001,5.7005,6.6635,7.3589,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-14,24,24,24,1.0,high,True,True,True,True,6.417625,6.431,0.8692150288072266,4.487,8.481,5.492,5.93675,7.00575,7.2661999999999995,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-15,24,24,24,1.0,high,True,True,True,True,6.5424999999999995,6.403499999999999,0.8827413821873805,4.762,8.065,5.699800000000001,5.8759999999999994,7.1735,7.8189,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-16,24,24,24,1.0,high,True,True,True,True,5.088958333333333,4.9985,0.7285751120101341,3.924,6.946,4.3569,4.50725,5.532,6.029699999999999,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-17,24,24,24,1.0,high,True,True,True,True,4.6105833333333335,4.6205,0.9421089624355823,3.211,6.689,3.4749,3.7515,5.49675,5.5571,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-18,24,24,24,1.0,high,True,True,True,True,6.4411249999999995,6.5525,1.6742815542273906,4.275,8.882,4.4243,4.833,8.105,8.5649,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-19,24,24,24,1.0,high,True,True,True,True,7.606958333333334,7.5715,1.5401078584241137,5.48,10.949,5.7554,6.48325,8.332,9.7492,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-20,24,24,24,1.0,high,True,True,True,True,5.382666666666668,5.269500000000001,0.9875034690821474,3.505,7.456,4.2813,4.8075,6.1175,6.5519,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-21,24,24,24,1.0,high,True,True,True,True,4.978958333333334,4.651,1.1803376259494078,2.799,7.581,4.052,4.356,5.36725,6.6822,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-22,24,24,24,1.0,high,True,True,True,True,5.626416666666667,5.423,1.4274315613432542,3.788,10.129,4.2488,4.61575,6.154249999999999,6.9183,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-23,24,24,24,1.0,high,True,True,True,True,6.487833333333334,6.118,1.2239557631487044,4.733,9.279,5.3204,5.66225,6.98575,8.2577,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-24,24,24,24,1.0,high,True,True,True,True,4.896041666666666,4.891,1.243227968152704,2.853,7.933,3.2508,4.01925,5.6605,5.9304,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-25,24,24,24,1.0,high,True,True,True,True,4.706041666666667,4.4094999999999995,1.1047876238628762,3.241,7.089,3.6769000000000003,3.8515,5.17725,6.4449,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-26,24,24,24,1.0,high,True,True,True,True,4.94,4.999499999999999,0.9307221600082566,3.296,6.707,3.7188,4.29275,5.49575,6.1373,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-27,24,24,24,1.0,high,True,True,True,True,4.255916666666667,4.497,1.0082667399257894,2.002,5.733,2.9266000000000005,3.6980000000000004,5.0112499999999995,5.2619,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-02-28,24,24,24,1.0,high,True,True,True,True,2.6300833333333333,2.372,1.0652168146996368,1.478,4.701,1.5352000000000001,1.8205,3.18125,4.4061,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-01,24,24,24,1.0,high,True,True,True,True,2.6559166666666667,2.6675,0.8974930745362772,1.33,4.098,1.4814,1.8675,3.34775,3.8423,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-02,24,24,24,1.0,high,True,True,True,True,5.022541666666666,4.6735,1.7323803673901526,2.058,7.842,2.8009,3.83125,6.353,7.3736999999999995,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-03,24,24,24,1.0,high,True,True,True,True,7.262375,8.0135,1.7505943788747371,3.321,9.063,3.9364,6.9995,8.383000000000001,8.609399999999999,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-04,24,24,24,1.0,high,True,True,True,True,7.355916666666666,6.5835,1.9471809481729059,5.289,11.651,5.5665000000000004,5.898,8.77325,10.604899999999999,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-05,24,24,24,1.0,high,True,True,True,True,6.8905,6.26,1.7945062055448933,4.263,10.494,5.2391,5.6005,8.07175,9.8326,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-06,24,24,24,1.0,high,True,True,True,True,6.073666666666668,5.929500000000001,0.8208603475286935,4.556,7.596,5.2221,5.4345,6.64775,7.2817,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-07,24,24,24,1.0,high,True,True,True,True,5.793541666666667,5.8100000000000005,1.0446799376370972,3.745,7.217,4.2252,5.12475,6.65325,6.9594,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-08,24,24,24,1.0,high,True,True,True,True,5.748541666666667,5.584,1.7886334103021992,2.301,10.685,4.0999,4.7565,6.68825,7.6246,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-09,24,24,24,1.0,high,True,True,True,True,4.456791666666667,3.9050000000000002,1.8425427840980744,2.448,8.95,2.9209,3.1237500000000002,5.087,7.2135,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-10,24,24,24,1.0,high,True,True,True,True,5.027791666666666,5.0385,1.9535508357228952,2.092,9.77,2.7058999999999997,3.598,6.1375,7.3877999999999995,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-11,24,24,24,1.0,high,True,True,True,True,7.2117916666666675,7.0975,2.01102545719659,4.537,11.024,5.0487,5.4725,8.485249999999999,10.1438,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-12,24,24,24,1.0,high,True,True,True,True,6.2610833333333344,6.4975000000000005,2.094092164340821,2.674,10.231,3.7157999999999998,4.698499999999999,7.5687500000000005,8.9756,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-13,24,24,24,1.0,high,True,True,True,True,5.596583333333334,5.0435,1.8279510248568922,3.275,8.906,3.3516,4.54,6.49275,8.5078,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-14,24,24,24,1.0,high,True,True,True,True,6.691291666666667,6.1925,1.9761772601175727,3.641,11.343,4.8932,5.2669999999999995,7.34,9.8793,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-15,24,24,24,1.0,high,True,True,True,True,6.787208333333333,6.95,1.5063762443336504,3.81,9.295,4.8605,5.63625,7.96075,8.5162,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-16,24,24,22,0.916667,high,True,True,True,True,6.818818181818182,7.019,1.6809547920711647,3.734,10.208,4.7970999999999995,5.5409999999999995,7.74075,9.243000000000002,22,2,0,0,0,0.0,23.0,2,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-17,24,24,24,1.0,high,True,True,True,True,6.025916666666667,5.586,1.3224376344846849,4.156,8.39,4.6872,4.974,6.93725,8.1114,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2022-03-18,24,24,24,1.0,high,True,True,True,True,5.057916666666666,5.001,0.8656331142035851,3.915,6.591,4.021,4.3095,5.8157499999999995,6.3069999999999995,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
