date,n_expected_hours,n_rows,valid_hours,coverage_fraction,quality_class,eligible_ge_12,eligible_ge_17,eligible_ge_18,eligible_ge_22,oxygen_mean_mgL,oxygen_median_mgL,oxygen_std_mgL,oxygen_min_mgL,oxygen_max_mgL,oxygen_q10_mgL,oxygen_q25_mgL,oxygen_q75_mgL,oxygen_q90_mgL,raw_prom_non_na_count,raw_prom_na_count,negative_oxygen_count,zero_oxygen_count,invalid_oxygen_count,first_valid_hour,last_valid_hour,longest_invalid_run_hours,source_variable,unit,timezone_status
2016-07-10,24,24,24,1.0,high,True,True,True,True,6.946000000000001,6.929,0.12964667704791055,6.75,7.17,6.7823,6.84625,7.02425,7.149,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-11,24,24,24,1.0,high,True,True,True,True,7.2649583333333325,7.2595,0.11217628950690166,7.067,7.439,7.1211,7.18175,7.36025,7.3948,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-12,24,24,24,1.0,high,True,True,True,True,7.103041666666666,7.284000000000001,0.43862586604339565,6.157,7.65,6.4122,6.70275,7.381,7.5613,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-13,24,24,24,1.0,high,True,True,True,True,7.670041666666667,7.6645,0.1170022218914506,7.46,7.83,7.5286,7.571,7.79075,7.8119000000000005,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-14,24,24,24,1.0,high,True,True,True,True,7.512291666666667,7.4955,0.3049212983515677,6.745,7.919,7.0972,7.3732500000000005,7.76625,7.8488,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-15,24,24,24,1.0,high,True,True,True,True,6.811833333333333,6.9375,0.8367844076747225,5.3,7.762,5.7698,6.06275,7.63025,7.7213,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-16,24,24,24,1.0,high,True,True,True,True,7.558791666666667,7.574,0.6488145028110662,6.023,8.358,6.9044,7.1805,8.203,8.327,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-17,24,24,24,1.0,high,True,True,True,True,8.193875,8.2825,0.2892069084056693,7.562,8.653,7.7958,8.04625,8.3615,8.4915,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-18,24,24,24,1.0,high,True,True,True,True,7.691208333333333,7.7155000000000005,0.12178133617504668,7.444,7.915,7.5518,7.598,7.77975,7.827,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-19,24,24,2,0.083333,weak,False,False,False,False,7.73,7.73,0.09050966799187754,7.666,7.794,7.678800000000001,7.698,7.762,7.7812,2,22,0,0,0,0.0,1.0,22,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-20,24,24,1,0.041667,weak,False,False,False,False,8.635,8.635,,8.635,8.635,8.635,8.635,8.635,8.635,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-21,24,24,1,0.041667,weak,False,False,False,False,8.257,8.257,,8.257,8.257,8.257,8.257,8.257,8.257,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-22,24,24,24,1.0,high,True,True,True,True,7.9338750000000005,8.066500000000001,0.40967455933364655,6.946,8.522,7.4195,7.8475,8.156,8.3202,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-23,24,24,24,1.0,high,True,True,True,True,8.172958333333334,8.192,0.3578251308605398,7.422,8.687,7.6796,7.93,8.4555,8.582600000000001,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-24,24,24,24,1.0,high,True,True,True,True,8.145916666666666,8.1905,0.22361611450579014,7.491,8.463,7.8953999999999995,8.089500000000001,8.30975,8.3611,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-25,24,24,24,1.0,high,True,True,True,True,8.309,8.336500000000001,0.1799541004280525,7.926,8.551,8.0732,8.16525,8.4505,8.4986,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-26,24,24,1,0.041667,weak,False,False,False,False,8.054,8.054,,8.054,8.054,8.054,8.054,8.054,8.054,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-27,24,24,24,1.0,high,True,True,True,True,7.997208333333333,8.041,0.22696388894284047,7.06,8.221,7.8254,8.00525,8.094999999999999,8.137,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-28,24,24,1,0.041667,weak,False,False,False,False,7.987,7.987,,7.987,7.987,7.987,7.987,7.987,7.987,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-29,24,24,1,0.041667,weak,False,False,False,False,8.282,8.282,,8.282,8.282,8.282,8.282,8.282,8.282,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-30,24,24,1,0.041667,weak,False,False,False,False,6.879,6.879,,6.879,6.879,6.879,6.879,6.879,6.879,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-07-31,24,24,24,1.0,high,True,True,True,True,7.3421666666666665,7.48,0.48099468194354394,6.348,7.788,6.4649,7.29325,7.6979999999999995,7.7443,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-01,24,24,24,1.0,high,True,True,True,True,7.3217083333333335,7.4065,0.2834304575647478,6.529,7.663,7.0036000000000005,7.134,7.483499999999999,7.6086,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-02,24,24,24,1.0,high,True,True,True,True,7.352708333333332,7.3614999999999995,0.2940076129104063,6.671,7.794,7.0068,7.157,7.5875,7.733499999999999,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-03,24,24,11,0.458333,weak,False,False,False,False,7.0805454545454545,7.07,0.3927458118519823,6.279,7.52,6.561,6.94,7.3815,7.469,11,13,0,0,0,0.0,10.0,13,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-04,24,24,24,1.0,high,True,True,True,True,6.822875000000001,6.9825,0.6320098590659182,5.436,7.539,5.93,6.306,7.396,7.5121,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-05,24,24,1,0.041667,weak,False,False,False,False,6.851,6.851,,6.851,6.851,6.851,6.851,6.851,6.851,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-06,24,24,24,1.0,high,True,True,True,True,6.260875000000001,6.3595,1.0479636698191734,4.043,7.505,4.9696,5.51675,7.20225,7.4323999999999995,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-07,24,24,24,1.0,high,True,True,True,True,6.755666666666667,7.1075,1.03468065506755,4.359,7.898,5.2789,6.3055,7.5835,7.8453,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-08,24,24,24,1.0,high,True,True,True,True,7.072833333333333,7.0920000000000005,1.0466821562594273,4.75,8.7,6.1459,6.396,7.6765,8.414,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-09,24,24,1,0.041667,weak,False,False,False,False,8.744,8.744,,8.744,8.744,8.744,8.744,8.744,8.744,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-10,24,24,1,0.041667,weak,False,False,False,False,11.19,11.19,,11.19,11.19,11.19,11.19,11.19,11.19,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-11,24,24,24,1.0,high,True,True,True,True,7.883041666666666,7.8759999999999994,0.8925786521995239,6.133,9.157,6.7735,7.39625,8.5715,9.0685,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-12,24,24,24,1.0,high,True,True,True,True,6.896333333333334,7.0575,1.975928613097642,3.474,10.171,4.4739,5.229749999999999,8.815249999999999,9.4927,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-13,24,24,24,1.0,high,True,True,True,True,5.367416666666666,5.3045,1.3317953530174373,3.154,7.552,3.6029,4.3875,6.46275,6.9099,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-14,24,24,24,1.0,high,True,True,True,True,7.741458333333334,7.6370000000000005,1.2379097030765265,4.687,9.928,6.2717,7.05,8.72775,9.1656,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-15,24,24,24,1.0,high,True,True,True,True,7.067749999999999,6.936,0.8239611773252006,5.8,8.438,6.2035,6.45525,7.818,8.1643,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-16,24,24,2,0.083333,weak,False,False,False,False,7.191,7.191,0.6010407640085651,6.766,7.616,6.851,6.9785,7.403499999999999,7.531,2,22,0,0,0,0.0,1.0,22,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-17,24,24,24,1.0,high,True,True,True,True,8.6415,8.5755,0.6575244085401598,7.179,10.129,7.9469,8.3775,8.78975,9.5974,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-18,24,24,24,1.0,high,True,True,True,True,5.061708333333334,5.484500000000001,1.4108740269519233,1.669,6.988,2.7675000000000005,4.8395,5.9799999999999995,6.182,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-19,24,24,24,1.0,high,True,True,True,True,3.318875,3.794,1.2252850356052918,1.265,4.966,1.5111,2.0755,4.24925,4.6178,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-20,24,24,24,1.0,high,True,True,True,True,2.730166666666667,2.8795,1.3311336021101212,0.443,4.305,0.9914999999999999,1.72625,4.1525,4.1891,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-21,24,24,24,1.0,high,True,True,True,True,3.1326666666666667,3.4074999999999998,1.3588286409118402,0.592,4.917,0.8363,2.424,4.2139999999999995,4.594399999999999,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-22,24,24,24,1.0,high,True,True,True,True,4.242666666666667,4.3185,0.7370960451054834,2.845,5.497,3.41,3.56825,4.845,5.1068,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-23,24,24,1,0.041667,weak,False,False,False,False,3.725,3.725,,3.725,3.725,3.725,3.725,3.725,3.725,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-24,24,24,1,0.041667,weak,False,False,False,False,4.308,4.308,,4.308,4.308,4.308,4.308,4.308,4.308,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-25,24,24,24,1.0,high,True,True,True,True,5.957999999999999,5.978,0.5316784742680486,4.224,6.69,5.507099999999999,5.799250000000001,6.28125,6.552899999999999,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-26,24,24,24,1.0,high,True,True,True,True,6.197541666666666,6.2485,1.5665269527973593,3.949,9.374,4.391,4.68025,7.183,8.4474,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-27,24,24,24,1.0,high,True,True,True,True,6.697458333333333,6.8445,1.5386941945283872,3.875,9.515,4.8762,5.40825,7.70325,8.4834,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-28,24,24,24,1.0,high,True,True,True,True,5.665416666666666,5.3215,1.6034815088660557,2.726,8.765,3.8668,4.623749999999999,7.10925,7.7038,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-29,24,24,24,1.0,high,True,True,True,True,4.4285,4.7145,1.643173996449766,1.699,6.32,2.0062,2.99775,5.9079999999999995,6.0339,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-30,24,24,0,0.0,missing,False,False,False,False,,,,,,,,,,0,24,0,0,0,,,24,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-08-31,24,24,24,1.0,high,True,True,True,True,2.7996250000000003,2.471,0.9552545671408634,1.826,5.06,1.9961,2.224,2.9852499999999997,4.2876,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-01,24,24,24,1.0,high,True,True,True,True,2.902416666666666,2.7199999999999998,1.489672473972096,0.784,6.362,1.0302,2.07525,3.3977500000000003,4.8911999999999995,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-02,24,24,24,1.0,high,True,True,True,True,2.5820833333333333,2.699,0.5548082251252829,1.152,3.175,1.7057000000000002,2.5300000000000002,2.9175,3.0179,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-03,24,24,24,1.0,high,True,True,True,True,2.3701666666666665,2.5549999999999997,0.49084750723857085,1.153,2.872,1.5347,2.31,2.66575,2.7416,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-04,24,24,24,1.0,high,True,True,True,True,1.9121666666666666,1.8825,0.2725349066859489,1.253,2.466,1.5894,1.7702499999999999,2.14875,2.1984,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-05,24,24,24,1.0,high,True,True,True,True,2.748416666666667,2.8515,0.6737015154236021,1.438,3.764,1.8624,2.21575,3.353,3.4744,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-06,24,24,1,0.041667,weak,False,False,False,False,2.658,2.658,,2.658,2.658,2.658,2.658,2.658,2.658,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-07,24,24,24,1.0,high,True,True,True,True,5.479416666666666,5.6075,0.8201074646795921,3.58,6.518,4.3326,5.175,6.0344999999999995,6.406499999999999,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-08,24,24,24,1.0,high,True,True,True,True,6.576291666666666,6.3505,0.7531408136231416,5.396,7.787,5.7398,6.0045,7.32075,7.6261,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-09,24,24,0,0.0,missing,False,False,False,False,,,,,,,,,,0,24,0,0,0,,,24,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-10,24,24,24,1.0,high,True,True,True,True,8.3145,8.4895,0.6082083453096874,6.887,9.177,7.5111,7.9645,8.7605,8.972800000000001,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-11,24,24,24,1.0,high,True,True,True,True,8.084083333333334,8.268,0.5355784290122115,7.205,8.862,7.3189,7.6370000000000005,8.5915,8.6651,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-12,24,24,24,1.0,high,True,True,True,True,5.918166666666667,5.970000000000001,1.3659995119569652,3.091,7.823,4.2549,5.0257499999999995,7.029249999999999,7.6854,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-13,24,24,24,1.0,high,True,True,True,True,5.652208333333334,5.995,1.1773208339337637,3.182,6.945,3.8161,4.8252500000000005,6.5475,6.7526,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-14,24,24,24,1.0,high,True,True,True,True,5.696291666666666,5.5945,0.5465772930874833,4.831,6.583,5.0789,5.2055,6.101,6.4952,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-15,24,24,24,1.0,high,True,True,True,True,6.2884166666666665,6.1579999999999995,0.4867627684546377,5.25,7.4,5.8072,5.93825,6.676500000000001,6.838,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-16,24,24,1,0.041667,weak,False,False,False,False,5.68,5.68,,5.68,5.68,5.68,5.68,5.68,5.68,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-17,24,24,24,1.0,high,True,True,True,True,7.039166666666667,6.9105,0.7124067393833671,5.842,8.483,6.1417,6.68075,7.4967500000000005,7.998200000000001,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-18,24,24,24,1.0,high,True,True,True,True,6.878458333333334,6.82,0.7533501974032636,5.845,8.243,6.0559,6.259,7.3575,8.0255,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-19,24,24,24,1.0,high,True,True,True,True,6.653833333333334,6.5585,0.19887043338657037,6.347,7.047,6.4733,6.5315,6.761,6.972,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-20,24,24,24,1.0,high,True,True,True,True,6.654916666666666,6.6845,0.09822109782511602,6.484,6.822,6.518800000000001,6.577500000000001,6.727,6.7585,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-21,24,24,24,1.0,high,True,True,True,True,6.725041666666667,6.7395,0.10782412376952884,6.548,6.942,6.5971,6.628,6.792,6.8696,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-22,24,24,24,1.0,high,True,True,True,True,6.4703333333333335,6.4435,0.2928141815683391,5.791,6.957,6.0512999999999995,6.356,6.70825,6.7812,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-23,24,24,1,0.041667,weak,False,False,False,False,6.926,6.926,,6.926,6.926,6.926,6.926,6.926,6.926,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-24,24,24,24,1.0,high,True,True,True,True,6.664708333333333,6.417,0.93007902792634,5.447,8.622,5.7611,5.94325,7.2585,8.031699999999999,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-25,24,24,24,1.0,high,True,True,True,True,6.471625,6.572,0.773231435768664,4.893,8.026,5.3946000000000005,5.97825,6.936999999999999,7.2197,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-26,24,24,24,1.0,high,True,True,True,True,6.427458333333334,6.475,0.6311084781809575,5.446,7.261,5.5908,5.76725,7.01625,7.1862,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-27,24,24,24,1.0,high,True,True,True,True,6.397541666666666,6.374,0.4564523861226945,5.462,7.308,5.9634,6.11775,6.525,7.0506,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-28,24,24,24,1.0,high,True,True,True,True,6.46125,6.408,0.5511368685055346,5.452,7.301,5.8176,6.0385,6.853,7.262899999999999,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-29,24,24,24,1.0,high,True,True,True,True,6.577916666666667,6.5315,0.6172412618760342,5.503,7.772,5.9493,6.156,7.02075,7.4074,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-09-30,24,24,1,0.041667,weak,False,False,False,False,5.457,5.457,,5.457,5.457,5.457,5.457,5.457,5.457,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-01,24,24,24,1.0,high,True,True,True,True,6.1167083333333325,6.217499999999999,0.8256564965906334,4.033,7.219,5.0803,5.61975,6.85525,7.0188,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-02,24,24,24,1.0,high,True,True,True,True,5.932208333333333,5.8205,0.5431999375013303,4.981,6.778,5.2717,5.497,6.359500000000001,6.651199999999999,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-03,24,24,24,1.0,high,True,True,True,True,5.823708333333332,5.9415,0.5546526903243668,5.003,6.824,5.0945,5.1885,6.17575,6.4358,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-04,24,24,24,1.0,high,True,True,True,True,5.610625,5.622999999999999,0.7776212788117809,4.489,7.129,4.6574,5.032500000000001,6.080500000000001,6.7452000000000005,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-05,24,24,24,1.0,high,True,True,True,True,5.522291666666665,5.495,0.4917412256167002,4.102,6.072,5.0234000000000005,5.29725,5.92525,6.0163,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-06,24,24,24,1.0,high,True,True,True,True,6.15325,6.52,0.7910580833948592,4.539,7.259,5.0621,5.47925,6.7665,6.9559999999999995,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-07,24,24,1,0.041667,weak,False,False,False,False,7.254,7.254,,7.254,7.254,7.254,7.254,7.254,7.254,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-08,24,24,24,1.0,high,True,True,True,True,6.3285833333333334,6.3555,0.5234742563884581,5.338,7.247,5.6866,5.9275,6.708,6.9989,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-09,24,24,24,1.0,high,True,True,True,True,6.213166666666667,6.1445,0.5484171426194121,5.299,7.159,5.644,5.78175,6.548,7.0386,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-10,24,24,24,1.0,high,True,True,True,True,6.725124999999999,6.7875,0.6945223765450176,5.53,7.85,5.7074,6.22175,7.385,7.5548,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-11,24,24,24,1.0,high,True,True,True,True,6.754583333333334,6.96,0.7410044250684434,5.407,7.859,5.6523,6.23275,7.2895,7.586,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-12,24,24,24,1.0,high,True,True,True,True,7.228208333333335,7.0685,1.054096356422499,5.433,9.321,5.9283,6.49525,8.0405,8.5166,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-13,24,24,24,1.0,high,True,True,True,True,6.795583333333333,6.851,0.8996145994459137,5.115,8.116,5.5972,6.218999999999999,7.3825,8.0282,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-14,24,24,1,0.041667,weak,False,False,False,False,6.386,6.386,,6.386,6.386,6.386,6.386,6.386,6.386,1,23,0,0,0,0.0,0.0,23,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-15,24,24,24,1.0,high,True,True,True,True,7.9906250000000005,7.8725,1.7095048816009248,5.467,9.932,5.6057,6.622,9.714,9.8882,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-16,24,24,24,1.0,high,True,True,True,True,7.832291666666667,7.74,0.40060828522186837,7.04,8.598,7.4653,7.58275,8.02775,8.4628,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-17,24,24,24,1.0,high,True,True,True,True,6.928833333333333,6.9325,1.0619464355060748,4.671,8.664,5.6098,6.28725,7.688,8.1089,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-18,24,24,24,1.0,high,True,True,True,True,4.539916666666667,3.901,1.831724274786077,2.732,8.599,2.911,3.3747499999999997,5.1115,7.7837,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-19,24,24,24,1.0,high,True,True,True,True,4.451875,4.604,1.2754148962626615,1.745,6.498,2.6209000000000002,3.7655,5.32625,5.96,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-20,24,24,24,1.0,high,True,True,True,True,4.220541666666667,4.5585,0.902896641933335,2.181,5.631,2.7838000000000003,3.68975,4.7555,4.8991,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-21,24,24,0,0.0,missing,False,False,False,False,,,,,,,,,,0,24,0,0,0,,,24,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-22,24,24,24,1.0,high,True,True,True,True,5.195541666666666,5.354,1.0195968930294768,3.671,6.78,3.7635,4.2402500000000005,6.1025,6.3267999999999995,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-23,24,24,24,1.0,high,True,True,True,True,6.789874999999999,6.306,1.190413786754695,5.2,8.953,5.585800000000001,5.843500000000001,7.8709999999999996,8.4655,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-24,24,24,24,1.0,high,True,True,True,True,6.055458333333333,6.261,1.642990115590333,3.618,9.193,4.1059,4.371,6.760999999999999,8.4581,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-25,24,24,24,1.0,high,True,True,True,True,4.005208333333333,3.5665,1.2517094738333083,2.28,6.087,2.5899,3.08425,5.3485,5.6854,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
2016-10-26,24,24,24,1.0,high,True,True,True,True,4.652791666666666,4.915,1.4405948946051137,2.21,6.745,2.8976,3.16975,5.5817499999999995,6.5684000000000005,24,0,0,0,0,0.0,23.0,0,BTGOXD2,mg/L,reported_gmt_minus_4_unconverted
