date,n_expected_hours,n_rows,valid_hours,coverage_fraction,quality_class,target_eligible_default,eligible_ge_12,eligible_ge_17,eligible_ge_18,eligible_ge_22,chl_mean,chl_median,chl_std,chl_min,chl_max,chl_q10,chl_q25,chl_q75,chl_q90,raw_prom_non_na_count,raw_prom_na_count,negative_chl_count,invalid_chl_count,first_valid_hour,last_valid_hour,longest_invalid_run_hours,data_pc_min,data_pc_median,data_pc_mean,data_pc_max,data_pc_zero_count,data_pc_nonzero_count,data_pc_100_count,timezone_status,source_file_count_or_source_note
2016-06-05,24,24,24,1.0,high,True,True,True,True,True,1.3111249999999999,1.404,0.27708973785776864,0.861,1.632,0.8767,1.04725,1.5425,1.5824,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-06,24,24,24,1.0,high,True,True,True,True,True,1.4018749999999998,1.2774999999999999,0.35023139090309,0.907,2.111,1.0528,1.163,1.68975,1.8573,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-07,24,24,24,1.0,high,True,True,True,True,True,1.2565833333333334,1.274,0.3092411352167511,0.78,1.933,0.8719,1.06,1.3752499999999999,1.6558,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-08,24,24,24,1.0,high,True,True,True,True,True,1.0876249999999998,1.1219999999999999,0.2575673508373903,0.649,1.499,0.745,0.88925,1.22225,1.4182,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-09,24,24,24,1.0,high,True,True,True,True,True,0.9205833333333334,0.8565,0.20969520669329791,0.657,1.274,0.7096,0.73175,1.115,1.2136,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-10,24,24,24,1.0,high,True,True,True,True,True,0.7083749999999999,0.7585,0.13682385137229483,0.469,0.907,0.521,0.568,0.8205,0.836,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-11,24,24,24,1.0,high,True,True,True,True,True,0.64325,0.6705000000000001,0.12590377623234825,0.403,0.802,0.4596,0.5645,0.7575000000000001,0.7831,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-12,24,24,24,1.0,high,True,True,True,True,True,0.8093333333333333,0.8115,0.18132979003358268,0.444,1.126,0.5612,0.69175,0.9482499999999999,1.0191999999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-13,24,24,24,1.0,high,True,True,True,True,True,0.9587916666666668,0.861,0.2994371501401554,0.56,1.48,0.6465000000000001,0.759,1.2125,1.4224999999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-14,24,24,24,1.0,high,True,True,True,True,True,1.1629166666666666,1.092,0.30147794160661623,0.819,1.793,0.8622,0.91425,1.2655,1.7,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-15,24,24,24,1.0,high,True,True,True,True,True,0.9119583333333333,0.8465,0.29848770700295857,0.519,1.516,0.5587,0.7172499999999999,1.0905,1.3686999999999998,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-16,24,24,14,0.583333,partial,False,True,False,False,False,0.7575714285714283,0.748,0.07502278042313269,0.61,0.877,0.6791,0.7215,0.8055,0.8577,14,10,0,0,0.0,13.0,10,0.0,100.0,58.333333333333336,100.0,10,14,14,reported_gmt_minus_4_unconverted,1
2016-06-17,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2016-06-18,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2016-06-19,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2016-06-20,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2016-06-21,24,24,5,0.208333,weak,False,False,False,False,False,0.7322,0.637,0.23086727788926695,0.522,1.08,0.5424,0.573,0.849,0.9876,5,19,0,0,0.0,4.0,19,0.0,0.0,20.833333333333332,100.0,19,5,5,reported_gmt_minus_4_unconverted,1
2016-06-22,24,24,24,1.0,high,True,True,True,True,True,0.8577083333333334,0.795,0.2005586717075616,0.568,1.34,0.6656,0.72875,0.97425,1.149,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-23,24,24,24,1.0,high,True,True,True,True,True,0.796875,0.8180000000000001,0.1419657988512665,0.577,1.082,0.6112,0.6812499999999999,0.88725,0.9608,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-24,24,24,24,1.0,high,True,True,True,True,True,0.7379166666666667,0.7635000000000001,0.11049096625149228,0.557,0.984,0.5812999999999999,0.625,0.8047500000000001,0.8417,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-25,24,24,24,1.0,high,True,True,True,True,True,0.7768750000000001,0.7295,0.18786750939679944,0.498,1.145,0.5630000000000001,0.61375,0.92525,1.0050999999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-26,24,24,24,1.0,high,True,True,True,True,True,1.2195,0.7565,0.743235816050915,0.495,2.716,0.5929,0.702,1.5735000000000001,2.4686,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-27,24,24,24,1.0,high,True,True,True,True,True,1.6779166666666665,1.7195,0.37676274585827435,0.976,2.252,1.1174,1.45925,2.00425,2.1107,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-28,24,24,24,1.0,high,True,True,True,True,True,1.8565833333333333,1.7625000000000002,0.3452391630596751,0.865,2.375,1.5833000000000002,1.665,2.099,2.3226999999999998,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-29,24,24,24,1.0,high,True,True,True,True,True,1.7164583333333334,1.7240000000000002,0.20947843702803912,1.139,2.011,1.5404,1.62425,1.8239999999999998,1.9847000000000001,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-06-30,24,24,24,1.0,high,True,True,True,True,True,1.6845416666666664,1.665,0.2957085785123541,1.115,2.282,1.3186,1.511,1.85025,2.0839,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-01,24,24,24,1.0,high,True,True,True,True,True,1.9441250000000003,1.8045,0.33465183887268507,1.544,2.523,1.6129,1.6517499999999998,2.22975,2.4751,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-02,24,24,24,1.0,high,True,True,True,True,True,2.2395833333333335,2.149,0.33832463399967566,1.68,2.907,1.8927,1.9455,2.4775,2.7024,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-03,24,24,24,1.0,high,True,True,True,True,True,1.3153333333333335,1.2355,0.2775562092178129,0.922,2.1,1.0585,1.1515,1.44775,1.6804999999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-04,24,24,24,1.0,high,True,True,True,True,True,0.9005416666666667,0.8805000000000001,0.15850853197902287,0.669,1.187,0.7063999999999999,0.7665,1.0074999999999998,1.14,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-05,24,24,24,1.0,high,True,True,True,True,True,1.3908333333333334,1.299,0.27243326532927475,1.013,1.944,1.1056000000000001,1.1952500000000001,1.6495,1.7988,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-06,24,24,24,1.0,high,True,True,True,True,True,1.0438333333333334,0.9695,0.3444070729297788,0.592,1.786,0.6648000000000001,0.827,1.15425,1.5281999999999998,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-07,24,24,24,1.0,high,True,True,True,True,True,1.1005,0.986,0.294541943569569,0.768,1.779,0.8332999999999999,0.873,1.259,1.5579999999999998,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-08,24,24,24,1.0,high,True,True,True,True,True,1.1621666666666666,1.108,0.21878809813163505,0.919,1.898,0.988,1.03375,1.1840000000000002,1.4597999999999998,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-09,24,24,24,1.0,high,True,True,True,True,True,1.5800833333333333,1.5655000000000001,0.2775448129373089,0.984,1.973,1.1462999999999999,1.4785000000000001,1.76125,1.9197,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-10,24,24,24,1.0,high,True,True,True,True,True,1.367375,1.3275000000000001,0.2713851446544752,1.012,2.01,1.0953,1.17625,1.51725,1.7488,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-11,24,24,24,1.0,high,True,True,True,True,True,1.4563333333333333,1.4685000000000001,0.3098362353786645,0.887,2.024,1.0533000000000001,1.20125,1.7382499999999999,1.8036999999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-12,24,24,24,1.0,high,True,True,True,True,True,2.3707083333333334,2.1870000000000003,0.6230336357147053,1.409,3.329,1.6379,1.9017499999999998,2.95825,3.2678,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-13,24,24,24,1.0,high,True,True,True,True,True,3.4109166666666666,3.1799999999999997,0.5727838135819213,2.662,4.349,2.7985,2.8575,3.92575,4.126799999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-14,24,24,24,1.0,high,True,True,True,True,True,3.3692083333333334,3.3609999999999998,0.5082555826735605,1.943,4.251,2.8184,3.1835,3.6715,3.9396,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-15,24,24,24,1.0,high,True,True,True,True,True,2.8668333333333336,2.8925,1.2585851499640957,1.015,4.8,1.3053,1.753,3.8925,4.453399999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-16,24,24,24,1.0,high,True,True,True,True,True,5.416458333333334,5.782,1.0174492821102517,2.599,7.027,4.1669,5.0135000000000005,6.0535000000000005,6.22,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-17,24,24,24,1.0,high,True,True,True,True,True,6.1375,5.9830000000000005,1.2042144832790918,4.008,8.411,4.9417,5.31325,6.861000000000001,8.0003,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-18,24,24,24,1.0,high,True,True,True,True,True,2.48625,2.026,1.0661146544915978,1.604,4.91,1.6931,1.7535,2.60025,4.2331,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-19,24,24,2,0.083333,weak,False,False,False,False,False,2.4495,2.4495,0.16617009357883888,2.332,2.567,2.3554999999999997,2.3907499999999997,2.5082500000000003,2.5435000000000003,2,22,0,0,0.0,1.0,22,0.0,0.0,8.333333333333334,100.0,22,2,2,reported_gmt_minus_4_unconverted,1
2016-07-20,24,24,1,0.041667,weak,False,False,False,False,False,4.041,4.041,,4.041,4.041,4.041,4.041,4.041,4.041,1,23,0,0,0.0,0.0,23,0.0,0.0,4.166666666666667,100.0,23,1,1,reported_gmt_minus_4_unconverted,1
2016-07-21,24,24,1,0.041667,weak,False,False,False,False,False,3.24,3.24,,3.24,3.24,3.24,3.24,3.24,3.24,1,23,0,0,0.0,0.0,23,0.0,0.0,4.166666666666667,100.0,23,1,1,reported_gmt_minus_4_unconverted,1
2016-07-22,24,24,24,1.0,high,True,True,True,True,True,2.889416666666667,2.862,0.7831110153221194,1.334,4.333,1.8273000000000001,2.5092499999999998,3.4855,3.7917,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-23,24,24,24,1.0,high,True,True,True,True,True,2.888291666666666,2.723,0.7099749217350946,1.918,4.391,2.1028000000000002,2.39825,3.133,3.9873,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-24,24,24,24,1.0,high,True,True,True,True,True,2.7957916666666667,2.8955,0.567542297153235,1.643,3.828,2.1495,2.2855,3.2595,3.4175999999999997,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-25,24,24,24,1.0,high,True,True,True,True,True,3.1488333333333336,3.1715,0.4891981608507029,2.311,3.867,2.4863999999999997,2.73775,3.5265,3.7367999999999997,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-26,24,24,1,0.041667,weak,False,False,False,False,False,2.293,2.293,,2.293,2.293,2.293,2.293,2.293,2.293,1,23,0,0,0.0,0.0,23,0.0,0.0,4.166666666666667,100.0,23,1,1,reported_gmt_minus_4_unconverted,1
2016-07-27,24,24,24,1.0,high,True,True,True,True,True,1.9459583333333332,1.8145,0.3891248239616542,1.221,2.53,1.5274999999999999,1.6912500000000001,2.35075,2.4614000000000003,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-07-28,24,24,1,0.041667,weak,False,False,False,False,False,2.305,2.305,,2.305,2.305,2.305,2.305,2.305,2.305,1,23,0,0,0.0,0.0,23,0.0,0.0,4.166666666666667,100.0,23,1,1,reported_gmt_minus_4_unconverted,1
2016-07-29,24,24,1,0.041667,weak,False,False,False,False,False,1.612,1.612,,1.612,1.612,1.612,1.612,1.612,1.612,1,23,0,0,0.0,0.0,23,0.0,0.0,4.166666666666667,100.0,23,1,1,reported_gmt_minus_4_unconverted,1
2016-07-30,24,24,1,0.041667,weak,False,False,False,False,False,1.401,1.401,,1.401,1.401,1.401,1.401,1.401,1.401,1,23,0,0,0.0,0.0,23,0.0,0.0,4.166666666666667,100.0,23,1,1,reported_gmt_minus_4_unconverted,1
2016-07-31,24,24,24,1.0,high,True,True,True,True,True,1.0011666666666665,0.9815,0.2323306614114548,0.663,1.43,0.7249,0.834,1.10725,1.3576,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-01,24,24,24,1.0,high,True,True,True,True,True,0.8874166666666667,0.886,0.22175366604815602,0.538,1.303,0.5743999999999999,0.771,0.9855,1.1948,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-02,24,24,24,1.0,high,True,True,True,True,True,1.0719583333333333,0.9764999999999999,0.3418893132816992,0.625,1.717,0.6716,0.827,1.2590000000000001,1.5975,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-03,24,24,11,0.458333,weak,False,False,False,False,False,1.4030909090909092,1.426,0.25559673493433144,1.052,1.759,1.085,1.1760000000000002,1.6179999999999999,1.667,11,13,0,0,0.0,10.0,13,0.0,0.0,45.833333333333336,100.0,13,11,11,reported_gmt_minus_4_unconverted,1
2016-08-04,24,24,24,1.0,high,True,True,True,True,True,2.01625,2.0195,0.5711163172472723,1.207,3.347,1.4263,1.5305,2.483,2.619,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-05,24,24,1,0.041667,weak,False,False,False,False,False,2.629,2.629,,2.629,2.629,2.629,2.629,2.629,2.629,1,23,0,0,0.0,0.0,23,0.0,0.0,4.166666666666667,100.0,23,1,1,reported_gmt_minus_4_unconverted,1
2016-08-06,24,24,24,1.0,high,True,True,True,True,True,2.0610833333333334,2.017,0.48665485641814193,1.239,2.952,1.4206,1.7229999999999999,2.47525,2.6412999999999998,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-07,24,24,24,1.0,high,True,True,True,True,True,3.0234583333333336,2.739,1.1429516319473079,1.352,4.824,1.6070000000000002,2.2915,4.0095,4.6701999999999995,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-08,24,24,24,1.0,high,True,True,True,True,True,5.600083333333333,4.640000000000001,2.3688646320394793,1.718,10.616,3.7300999999999997,4.1739999999999995,7.106,9.0887,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-09,24,24,1,0.041667,weak,False,False,False,False,False,10.814,10.814,,10.814,10.814,10.814,10.814,10.814,10.814,1,23,0,0,0.0,0.0,23,0.0,0.0,4.166666666666667,100.0,23,1,1,reported_gmt_minus_4_unconverted,1
2016-08-10,24,24,1,0.041667,weak,False,False,False,False,False,20.361,20.361,,20.361,20.361,20.361,20.361,20.361,20.361,1,23,0,0,0.0,0.0,23,0.0,0.0,4.166666666666667,100.0,23,1,1,reported_gmt_minus_4_unconverted,1
2016-08-11,24,24,24,1.0,high,True,True,True,True,True,9.659333333333334,9.599,2.5960238269601703,5.081,13.97,6.4092,7.75925,11.7715,12.9378,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-12,24,24,24,1.0,high,True,True,True,True,True,7.550416666666667,6.9575,2.999776860058916,2.57,12.937,4.1182,5.054250000000001,9.936,11.373,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-13,24,24,24,1.0,high,True,True,True,True,True,6.052958333333334,5.453,3.16693602410865,2.134,13.114,2.5997,3.3104999999999998,8.582999999999998,9.7525,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-14,24,24,24,1.0,high,True,True,True,True,True,12.952666666666666,12.521999999999998,2.891809884103224,5.556,17.265,10.235999999999999,11.29625,15.9465,16.630899999999997,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-15,24,24,24,1.0,high,True,True,True,True,True,10.887333333333332,9.834,2.6328884232483842,6.63,15.983,8.4549,8.8565,13.39625,14.2514,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-16,24,24,2,0.083333,weak,False,False,False,False,False,10.8165,10.8165,2.228093467518811,9.241,12.392,9.556099999999999,10.028749999999999,11.60425,12.0769,2,22,0,0,0.0,1.0,22,0.0,0.0,8.333333333333334,100.0,22,2,2,reported_gmt_minus_4_unconverted,1
2016-08-17,24,24,24,1.0,high,True,True,True,True,True,8.433333333333334,8.644,0.9144654255316347,6.749,9.866,7.083500000000001,7.60525,9.117,9.391300000000001,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-18,24,24,24,1.0,high,True,True,True,True,True,3.749708333333333,3.8785,1.4956410717748125,0.587,5.807,1.1724,3.053,4.8645,5.3841,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-19,24,24,24,1.0,high,True,True,True,True,True,2.1940416666666667,2.3155,1.3098534760129428,0.319,4.579,0.5289,1.0317500000000002,3.021,3.9873,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-20,24,24,24,1.0,high,True,True,True,True,True,2.5079999999999996,2.668,1.6993714694863946,0.115,5.664,0.2131,0.91475,3.76525,4.259099999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-21,24,24,24,1.0,high,True,True,True,True,True,4.739666666666667,5.1129999999999995,3.015360972935322,0.35,10.058,0.5852,2.39975,6.8605,8.7707,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-22,24,24,24,1.0,high,True,True,True,True,True,5.3847499999999995,5.4175,2.4183382409882386,1.476,10.482,2.2216,3.7805,6.7275,7.6772,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-23,24,24,1,0.041667,weak,False,False,False,False,False,4.144,4.144,,4.144,4.144,4.144,4.144,4.144,4.144,1,23,0,0,0.0,0.0,23,0.0,0.0,4.166666666666667,100.0,23,1,1,reported_gmt_minus_4_unconverted,1
2016-08-24,24,24,1,0.041667,weak,False,False,False,False,False,6.195,6.195,,6.195,6.195,6.195,6.195,6.195,6.195,1,23,0,0,0.0,0.0,23,0.0,0.0,4.166666666666667,100.0,23,1,1,reported_gmt_minus_4_unconverted,1
2016-08-25,24,24,24,1.0,high,True,True,True,True,True,10.824083333333334,10.7035,2.442529247151077,5.206,15.32,8.4161,9.516,12.281500000000001,13.902800000000001,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-26,24,24,24,1.0,high,True,True,True,True,True,10.898291666666665,11.5655,4.2877335097184295,4.234,19.247,5.1862,6.7885,13.922,16.3366,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-27,24,24,24,1.0,high,True,True,True,True,True,13.755458333333332,14.6405,5.2694217072296645,4.1,22.824,6.8832,9.4705,17.51575,19.6773,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-28,24,24,24,1.0,high,True,True,True,True,True,9.411541666666666,8.5685,4.3968644556850585,1.767,18.016,4.6096,6.38625,12.2555,15.3161,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-29,24,24,24,1.0,high,True,True,True,True,True,6.413625,6.332,3.9960176677646153,0.987,13.161,1.1582000000000001,2.67525,10.07175,10.809899999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-08-30,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2016-08-31,24,24,24,1.0,high,True,True,True,True,True,3.6172083333333336,2.343,2.736831379202673,1.256,9.89,1.4133,1.83975,3.74675,8.188099999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-09-01,24,24,24,1.0,high,True,True,True,True,True,3.9317083333333334,3.129,3.6188753294859883,0.355,13.184,0.5546,1.60725,4.5645,9.0273,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-09-02,24,24,24,1.0,high,True,True,True,True,True,3.129,3.2255000000000003,0.8838247416275715,0.995,4.274,1.7457000000000003,2.99825,3.5675,4.0847,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-09-03,24,24,24,1.0,high,True,True,True,True,True,2.094875,2.109,0.6398481689805997,0.866,3.157,1.1662000000000001,1.7595,2.6135,2.8823,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-09-04,24,24,24,1.0,high,True,True,True,True,True,1.5383333333333333,1.5955,0.25217983001554,0.811,1.873,1.1899,1.4497499999999999,1.66625,1.8203999999999998,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-09-05,24,24,24,1.0,high,True,True,True,True,True,3.827083333333333,3.723,1.7454477914717539,1.426,7.141,1.6754,2.26225,4.8695,6.3602,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-09-06,24,24,1,0.041667,weak,False,False,False,False,False,4.238,4.238,,4.238,4.238,4.238,4.238,4.238,4.238,1,23,0,0,0.0,0.0,23,0.0,0.0,4.166666666666667,100.0,23,1,1,reported_gmt_minus_4_unconverted,1
2016-09-07,24,24,24,1.0,high,True,True,True,True,True,13.588916666666668,13.6325,3.8524816272638858,6.812,20.112,8.7288,10.3035,16.319000000000003,18.9394,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-09-08,24,24,24,1.0,high,True,True,True,True,True,15.87925,15.958499999999999,1.9764919571103088,11.984,20.703,13.7155,14.4275,17.145249999999997,17.5922,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-09-09,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2016-09-10,24,24,24,1.0,high,True,True,True,True,True,10.046416666666667,10.683499999999999,1.3908766680756068,6.37,11.483,7.601500000000001,9.67525,10.951,11.1576,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2016-09-11,24,24,24,1.0,high,True,True,True,True,True,5.289750000000001,5.5655,1.303771627441608,2.658,7.87,3.2081,5.07575,5.92,6.1931,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
