date,n_expected_hours,n_rows,valid_hours,coverage_fraction,quality_class,target_eligible_default,eligible_ge_12,eligible_ge_17,eligible_ge_18,eligible_ge_22,chl_mean,chl_median,chl_std,chl_min,chl_max,chl_q10,chl_q25,chl_q75,chl_q90,raw_prom_non_na_count,raw_prom_na_count,negative_chl_count,invalid_chl_count,first_valid_hour,last_valid_hour,longest_invalid_run_hours,data_pc_min,data_pc_median,data_pc_mean,data_pc_max,data_pc_zero_count,data_pc_nonzero_count,data_pc_100_count,timezone_status,source_file_count_or_source_note
2015-07-01,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-07-02,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-07-03,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-07-04,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-07-05,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-07-06,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-07-07,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-07-08,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-07-09,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-07-10,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-07-11,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-07-12,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-07-13,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-07-14,24,24,11,0.458333,weak,False,False,False,False,False,1.6829090909090907,1.799,0.35616076553866927,1.264,2.124,1.279,1.2959999999999998,1.9855,2.071,11,13,0,0,13.0,23.0,13,0.0,0.0,45.833333333333336,100.0,13,11,11,reported_gmt_minus_4_unconverted,1
2015-07-15,24,24,24,1.0,high,True,True,True,True,True,1.0390833333333334,0.898,0.36212247707895334,0.665,1.976,0.6945,0.799,1.1755,1.5070999999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-07-16,24,24,24,1.0,high,True,True,True,True,True,0.9799166666666667,0.989,0.19189737217918165,0.609,1.278,0.6893,0.8565,1.13825,1.1907999999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-07-17,24,24,24,1.0,high,True,True,True,True,True,0.9585,1.0255,0.19905559634128003,0.571,1.335,0.6781,0.82,1.09975,1.1478,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-07-18,24,24,24,1.0,high,True,True,True,True,True,1.6441666666666663,1.436,0.48880125477198466,0.997,2.426,1.1556,1.22425,2.16525,2.3178,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-07-19,24,24,24,1.0,high,True,True,True,True,True,3.1671666666666667,2.909,0.850737054695447,2.068,4.922,2.2268,2.5915,3.811,4.4033,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-07-20,24,24,24,1.0,high,True,True,True,True,True,4.803541666666667,4.388999999999999,1.1561148949660318,2.592,6.345,3.3972,4.08875,5.9885,6.2024,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-07-21,24,24,24,1.0,high,True,True,True,True,True,5.633541666666666,5.4505,1.0072122085097133,3.436,7.419,4.6096,5.0025,6.3875,6.8356,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-07-22,24,24,24,1.0,high,True,True,True,True,True,8.091583333333334,8.003,1.073257735432951,6.139,10.419,6.873,7.1965,8.98325,9.5048,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-07-23,24,24,24,1.0,high,True,True,True,True,True,7.7175,7.2255,1.706821225451621,5.29,10.471,5.5573,6.583,9.0105,10.0458,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-07-24,24,24,24,1.0,high,True,True,True,True,True,10.013875,9.1255,2.013867236082165,7.225,13.506,8.0017,8.878,12.408999999999999,13.0179,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-07-25,24,24,24,1.0,high,True,True,True,True,True,11.933458333333334,11.8325,3.072028348193006,6.592,16.938,7.5128,10.440750000000001,14.40875,16.273799999999998,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-07-26,24,24,24,1.0,high,True,True,True,True,True,12.118458333333331,12.927499999999998,3.0134778114211387,5.032,15.96,8.0974,10.02375,14.47725,15.2659,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-07-27,24,24,24,1.0,high,True,True,True,True,True,10.598291666666666,10.163,1.4573671161488049,9.149,14.05,9.273,9.39675,11.314,12.831299999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-07-28,24,24,24,1.0,high,True,True,True,True,True,7.710791666666666,7.630000000000001,0.6472222237254047,6.567,9.004,7.0125,7.30625,7.98325,8.7828,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-07-29,24,24,24,1.0,high,True,True,True,True,True,6.958833333333334,6.967499999999999,0.8784654934534456,4.634,8.169,5.9496,6.3885000000000005,7.7604999999999995,7.9083,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-07-30,24,24,24,1.0,high,True,True,True,True,True,7.116791666666667,6.891,0.9270683094369685,5.799,8.77,6.0562000000000005,6.333500000000001,7.8985,8.3259,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-07-31,24,24,24,1.0,high,True,True,True,True,True,6.095624999999999,6.507,1.816496839057076,2.8,8.983,3.4677000000000002,4.8355,7.316,8.409799999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-08-01,24,24,24,1.0,high,True,True,True,True,True,3.984291666666666,3.827,1.4892001494577307,2.004,7.355,2.3893,2.5705,4.91175,5.9643,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-08-02,24,24,24,1.0,high,True,True,True,True,True,4.658458333333333,4.3355,1.831901292650478,1.668,8.132,2.508,3.136,6.36675,6.7103,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-08-03,24,24,24,1.0,high,True,True,True,True,True,4.077375,3.774,2.1505240779360295,0.853,7.33,1.4532,2.40175,6.00575,7.0108,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-08-04,24,24,12,0.5,partial,False,True,False,False,False,6.1297500000000005,6.638999999999999,1.901937295830945,2.654,8.484,3.2425,5.01025,7.63025,7.9673,12,12,0,0,0.0,11.0,12,0.0,50.0,50.0,100.0,12,12,12,reported_gmt_minus_4_unconverted,1
2015-08-05,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-08-06,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-08-07,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-08-08,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-08-09,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-08-10,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-08-11,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-08-12,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-08-13,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-08-14,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-08-15,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-08-16,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-08-17,24,24,0,0.0,missing,False,False,False,False,False,,,,,,,,,,0,24,0,0,,,24,0.0,0.0,0.0,0.0,24,0,0,reported_gmt_minus_4_unconverted,1
2015-08-18,24,24,13,0.541667,partial,False,True,False,False,False,4.099230769230769,3.983,0.6594261588490093,3.247,5.229,3.3792,3.575,4.319,5.086,13,11,0,0,11.0,23.0,11,0.0,100.0,54.166666666666664,100.0,11,13,13,reported_gmt_minus_4_unconverted,1
2015-08-19,24,24,24,1.0,high,True,True,True,True,True,4.897833333333334,4.435499999999999,1.0942632489355633,3.497,7.319,3.937,4.2745,5.360250000000001,6.813899999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-08-20,24,24,24,1.0,high,True,True,True,True,True,2.565583333333333,2.0625,1.1378870164998107,1.609,5.133,1.7153,1.81575,2.67475,4.6023,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-08-21,24,24,24,1.0,high,True,True,True,True,True,1.9542916666666665,1.881,0.3060344509118664,1.503,2.581,1.5588,1.7405000000000002,2.1955,2.2904,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-08-22,24,24,24,1.0,high,True,True,True,True,True,1.8032083333333333,1.7389999999999999,0.21480283763947583,1.465,2.301,1.5942,1.6800000000000002,1.88825,2.1372999999999998,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-08-23,24,24,24,1.0,high,True,True,True,True,True,3.5695833333333336,2.9210000000000003,2.05407192449887,1.625,8.488,1.7414,2.009,4.40775,6.928399999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-08-24,24,24,24,1.0,high,True,True,True,True,True,6.666458333333334,7.839,2.6025882598602337,1.907,9.942,2.5282,4.9755,8.6255,9.4079,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-08-25,24,24,24,1.0,high,True,True,True,True,True,4.984666666666667,5.005,1.7938536042897115,2.154,8.503,2.6402,3.763,5.9545,7.3227,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-08-26,24,24,24,1.0,high,True,True,True,True,True,3.1843333333333335,3.2664999999999997,1.453037288688367,1.38,5.995,1.5170000000000001,1.90925,3.876,5.240799999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-08-27,24,24,24,1.0,high,True,True,True,True,True,3.4482500000000003,3.1955,1.9960832789544976,0.806,6.883,1.0272000000000001,1.69275,5.21075,6.0494,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-08-28,24,24,24,1.0,high,True,True,True,True,True,6.541875,7.032500000000001,3.227285268005752,1.045,11.407,2.6526,3.60775,9.0535,10.5613,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-08-29,24,24,24,1.0,high,True,True,True,True,True,8.607291666666667,9.567499999999999,2.520697323795224,4.324,11.523,4.7282,6.17525,10.68,11.1236,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-08-30,24,24,24,1.0,high,True,True,True,True,True,8.854125000000002,8.879,1.2657773797157224,6.75,10.718,6.9982,8.211,9.9475,10.576,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-08-31,24,24,24,1.0,high,True,True,True,True,True,5.351,5.5495,1.358810029272736,3.294,7.739,3.5912,4.177250000000001,6.40075,7.130699999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-01,24,24,24,1.0,high,True,True,True,True,True,5.7035833333333334,5.394500000000001,1.3573715302062634,3.805,8.99,4.1124,4.79575,6.55825,7.332199999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-02,24,24,24,1.0,high,True,True,True,True,True,5.207666666666667,5.2715,1.9895369936935987,1.821,7.996,2.6549,3.347,6.923,7.5741,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-03,24,24,24,1.0,high,True,True,True,True,True,2.7680833333333332,2.9345,1.6096309843554522,1.046,5.345,1.1006,1.13775,3.90275,5.061599999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-04,24,24,20,0.833333,standard,True,True,True,True,False,2.55325,2.2359999999999998,1.7748972950271622,0.806,8.574,0.9263,1.2737500000000002,2.8737500000000002,4.1935,20,4,0,0,0.0,23.0,4,0.0,100.0,83.33333333333333,100.0,4,20,20,reported_gmt_minus_4_unconverted,1
2015-09-05,24,24,24,1.0,high,True,True,True,True,True,1.6928333333333334,1.6035,0.6979511423455436,0.878,3.451,0.9898,1.0465,2.0772500000000003,2.6264,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-06,24,24,24,1.0,high,True,True,True,True,True,0.9638750000000001,0.9535,0.18777769291511104,0.619,1.287,0.7273999999999999,0.8294999999999999,1.0902500000000002,1.2201,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-07,24,24,24,1.0,high,True,True,True,True,True,1.531291666666667,1.374,0.5410936975171247,0.931,2.599,0.9648,1.0035,1.87975,2.2677,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-08,24,24,24,1.0,high,True,True,True,True,True,1.6435416666666667,1.6015000000000001,0.2110606710973363,1.274,2.049,1.4203,1.49475,1.822,1.9006999999999998,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-09,24,24,24,1.0,high,True,True,True,True,True,1.5445000000000002,1.4889999999999999,0.30089764257027307,1.058,2.089,1.185,1.34125,1.80925,1.9299,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-10,24,24,24,1.0,high,True,True,True,True,True,1.7497916666666666,1.774,0.3828591498491167,1.098,2.516,1.2359,1.4345,1.9597499999999999,2.2186999999999997,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-11,24,24,24,1.0,high,True,True,True,True,True,1.2012916666666666,1.142,0.49243516272982946,0.642,2.469,0.7156,0.836,1.398,1.6927999999999996,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-12,24,24,24,1.0,high,True,True,True,True,True,1.0795416666666666,1.0435,0.5320039211335282,0.282,2.028,0.4446,0.57525,1.498,1.8197999999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-13,24,24,24,1.0,high,True,True,True,True,True,6.2114166666666675,5.1850000000000005,3.7555649481416435,1.43,13.154,2.535,2.9655,9.90075,10.989799999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-14,24,24,14,0.583333,partial,False,True,False,False,False,13.432357142857143,13.626000000000001,2.7361174234570154,9.156,17.788,10.289100000000001,10.972249999999999,15.64975,16.799400000000002,14,10,0,0,0.0,23.0,10,0.0,100.0,58.333333333333336,100.0,10,14,14,reported_gmt_minus_4_unconverted,1
2015-09-15,24,24,24,1.0,high,True,True,True,True,True,14.343625000000001,14.4195,2.3094619891541464,8.405,18.895,11.661,13.45325,15.6295,16.753500000000003,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-16,24,24,24,1.0,high,True,True,True,True,True,9.149708333333335,9.373000000000001,2.6283136183586,4.445,16.015,5.8122,7.418,10.823,11.9193,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-17,24,24,24,1.0,high,True,True,True,True,True,5.2484166666666665,5.346500000000001,1.7089118815318065,2.137,8.533,2.9589,4.23275,6.5435,6.892799999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-18,24,24,24,1.0,high,True,True,True,True,True,1.79725,0.9684999999999999,1.5750653885667316,0.45,5.292,0.6543,0.71,2.291,4.292599999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-19,24,24,24,1.0,high,True,True,True,True,True,2.156,1.121,2.007829652396706,0.39,6.313,0.5026,0.7975,3.582,5.7112,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-20,24,24,24,1.0,high,True,True,True,True,True,4.539541666666667,4.806,3.114027951888828,0.2,10.513,0.2238,1.41425,5.974,8.5704,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-21,24,24,24,1.0,high,True,True,True,True,True,6.954833333333333,4.8835,6.5073684567484,0.914,23.407,1.3277999999999999,2.6350000000000002,7.713,17.559599999999996,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-22,24,24,24,1.0,high,True,True,True,True,True,10.142583333333333,9.402,4.608981580582084,3.347,18.211,5.2128000000000005,6.25825,13.389750000000001,17.366899999999998,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-23,24,24,24,1.0,high,True,True,True,True,True,13.667250000000001,13.858,3.2443385103230544,6.436,19.12,8.7043,12.35825,15.77775,17.6113,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-24,24,24,24,1.0,high,True,True,True,True,True,12.331999999999999,12.7265,2.672472995755706,5.706,16.693,9.473600000000001,10.49125,13.97025,15.4504,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-25,24,24,24,1.0,high,True,True,True,True,True,6.335208333333334,5.4079999999999995,3.4390220548639374,1.195,12.388,2.4171,3.64975,8.7785,11.363,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-26,24,24,24,1.0,high,True,True,True,True,True,2.1664999999999996,1.4175,2.2110623848198445,0.455,8.591,0.5737000000000001,0.82375,2.1157500000000002,5.6202999999999985,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-27,24,24,24,1.0,high,True,True,True,True,True,1.9611666666666665,1.1455,1.7132635439460249,0.405,6.331,0.6533,0.813,2.963,4.3818,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-28,24,24,24,1.0,high,True,True,True,True,True,2.8517500000000005,2.6870000000000003,1.4024076269665369,0.775,5.9,1.1769,1.65375,3.95025,4.3735,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-29,24,24,24,1.0,high,True,True,True,True,True,1.6382916666666667,1.5139999999999998,0.9223771028855476,0.468,3.583,0.6889,0.81975,2.1275,3.0530999999999997,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-09-30,24,24,24,1.0,high,True,True,True,True,True,3.3019999999999996,2.1105,3.017631262229136,1.245,13.184,1.5879,1.703,2.948,7.468499999999999,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-10-01,24,24,24,1.0,high,True,True,True,True,True,7.007583333333334,6.1850000000000005,3.549722143647507,2.246,14.536,3.085,4.6202499999999995,9.91325,10.8819,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-10-02,24,24,24,1.0,high,True,True,True,True,True,9.927208333333333,10.6545,4.315627859799239,2.24,15.586,3.748,6.617500000000001,13.617,14.6229,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-10-03,24,24,24,1.0,high,True,True,True,True,True,11.692166666666665,11.556999999999999,1.4666315048486078,8.771,14.218,9.8199,11.097000000000001,12.5615,13.6165,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-10-04,24,24,24,1.0,high,True,True,True,True,True,9.682708333333332,9.386,2.320028007311581,5.822,14.236,6.7536,8.150749999999999,11.572,12.7256,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-10-05,24,24,24,1.0,high,True,True,True,True,True,6.196458333333333,7.596,2.9874032344403942,1.164,9.53,1.5060000000000002,2.92925,8.25775,9.076,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-10-06,24,24,24,1.0,high,True,True,True,True,True,4.311833333333333,3.7045,1.5741031585074685,2.339,7.049,2.685,3.10975,5.56725,6.6065,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-10-07,24,24,24,1.0,high,True,True,True,True,True,3.2705416666666665,3.2995,0.8047776349195265,2.119,4.943,2.3122,2.4450000000000003,3.76675,4.227,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-10-08,24,24,24,1.0,high,True,True,True,True,True,1.6302083333333333,1.654,0.5094009251426933,0.737,2.815,0.9581000000000001,1.36575,1.9572500000000002,2.1208,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-10-09,24,24,24,1.0,high,True,True,True,True,True,1.717666666666667,1.4135,1.0710949564800973,0.268,3.943,0.4717,0.87425,2.5255,3.2733,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-10-10,24,24,24,1.0,high,True,True,True,True,True,1.7123333333333335,0.8785000000000001,1.6126594472341713,0.237,4.747,0.27590000000000003,0.426,3.2142500000000003,3.9309,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-10-11,24,24,24,1.0,high,True,True,True,True,True,1.3790000000000002,0.85,1.0596170760355303,0.086,3.502,0.39490000000000003,0.5522499999999999,2.116,2.8838999999999997,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-10-12,24,24,24,1.0,high,True,True,True,True,True,0.7305000000000001,0.7235,0.40135195440454485,0.081,1.509,0.1351,0.5249999999999999,1.0015,1.2538999999999998,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-10-13,24,24,24,1.0,high,True,True,True,True,True,12.436541666666669,12.4835,6.496027354429225,0.144,22.853,4.082700000000001,7.8965000000000005,17.680500000000002,20.3585,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
2015-10-14,24,24,24,1.0,high,True,True,True,True,True,19.756375000000002,21.058500000000002,3.8344850775276997,11.153,23.525,13.1375,18.70225,22.32325,23.3604,24,0,0,0,0.0,23.0,0,100.0,100.0,100.0,100.0,0,24,24,reported_gmt_minus_4_unconverted,1
