date,chl_mean,target_eligible_default,chl_satellite_proxy_log10,wind_spd_ms,sst_primary_degC
2015-07-01,,False,0.4081271752100862,2.5030070179304005,13.270989990234398
2015-07-02,,False,0.1141879894243554,3.072794319571573,13.269982910156273
2015-07-03,,False,0.8937698508352866,3.931441302556843,13.260980224609398
2015-07-04,,False,0.0018927415168657,1.96999251058584,13.451989746093773
2015-07-05,,False,,2.624734478862998,13.463983154296898
2015-07-06,,False,,3.151431251117919,13.244989013671898
2015-07-07,,False,-0.0257026039279603,3.459846023390915,13.356988525390648
2015-07-08,,False,0.1015851535747478,3.666892296841857,13.415002441406273
2015-07-09,,False,-0.3482124682538108,3.832990564689734,13.698999023437525
2015-07-10,,False,-0.3568873593634215,3.557496722572775,12.947991943359398
2015-07-11,,False,,2.750818426278059,13.762994384765648
2015-07-12,,False,,0.6301097553940996,13.644982910156273
2015-07-13,,False,-0.0799650344942554,4.191603356163245,13.514001464843773
2015-07-14,1.682909090909091,False,0.0619278547932671,4.711288305693491,13.446984863281273
2015-07-15,1.0390833333333334,True,-0.0613902942607523,3.629270951645412,13.394982910156273
2015-07-16,0.9799166666666668,True,0.1802540717336293,4.365234770399775,13.433984375000025
2015-07-17,0.9585,True,0.2337972099940609,4.241748108963193,13.894006347656273
2015-07-18,1.6441666666666663,True,-0.2769312368228334,4.285698780470425,13.997979736328148
2015-07-19,3.1671666666666667,True,-0.2493283017401163,6.351962738997608,13.554986572265648
2015-07-20,4.803541666666667,True,0.5512970623423706,5.234748199729681,13.221002197265648
2015-07-21,5.633541666666666,True,0.0231177610468674,4.107361426125861,13.132989501953148
2015-07-22,8.091583333333334,True,0.0979092207256271,2.3086571091548107,13.288995361328148
2015-07-23,7.7175,True,0.5252121017101302,3.5444461062909154,13.413995361328148
2015-07-24,10.013875,True,0.1110847803012224,2.9986934196594173,13.441979980468773
2015-07-25,11.933458333333334,True,0.0387920437291457,3.0217886070255107,13.631982421875025
2015-07-26,12.118458333333333,True,,2.8086106497963503,13.286004638671898
2015-07-27,10.598291666666666,True,-0.0355901373287508,1.3634441711466982,13.153985595703148
2015-07-28,7.710791666666666,True,0.0060232241508599,3.4754856625139934,13.469995117187525
2015-07-29,6.958833333333334,True,-0.198587445822871,2.968585737929601,13.196008300781273
2015-07-30,7.116791666666667,True,0.4298664804221389,1.5164928567550588,13.127008056640648
2015-07-31,6.095624999999999,True,0.3488211183598327,2.9414299469152216,13.141992187500025
2015-08-01,3.984291666666666,True,0.2955654799565793,4.267015898200576,13.137994384765648
2015-08-02,4.658458333333333,True,0.3563559281260455,4.385080296112191,13.166986083984398
2015-08-03,4.077375,True,,4.993294878456618,13.383996582031273
2015-08-04,6.1297500000000005,False,0.919998193415432,1.1088733740642636,13.646997070312525
2015-08-05,,False,,1.0059944682472268,13.701989746093773
2015-08-06,,False,,4.114648330736532,13.504998779296898
2015-08-07,,False,-0.4467255989826605,4.29104628097086,13.361993408203148
2015-08-08,,False,,11.353540264744865,13.430993652343773
2015-08-09,,False,-0.2385377694918979,0.9784632448716076,13.422998046875025
